folio_recepcion,fecha_recepcion,estado_final_lm,count
2024202642,2024-05-27 08:11:00.000000,3,1
2024202643,2024-05-27 08:02:00.000000,3,1
2024202647,2024-05-27 20:38:00.000000,3,1
2024202649,2024-05-27 08:19:00.000000,3,1
2024202650,2024-05-27 08:06:00.000000,3,1
2024202651,2024-05-27 08:03:00.000000,6,1
2024202653,2024-05-27 18:39:00.000000,3,1
2024202654,2024-05-27 15:39:00.000000,6,1
2024202656,2024-05-27 14:13:00.000000,6,1
2024202657,2024-05-27 08:21:00.000000,3,1
2024202660,2024-05-27 08:08:00.000000,3,1
2024202661,2024-05-27 19:41:00.000000,6,1
2024202662,2024-05-27 08:01:00.000000,3,1
2024202664,2024-05-27 13:44:00.000000,3,1
2024202665,2024-05-27 07:04:00.000000,3,1
2024202667,2024-05-27 08:02:00.000000,4,1
2024202672,2024-05-27 08:48:00.000000,3,1
2024202676,2024-05-27 08:10:00.000000,6,1
2024202679,2024-05-27 00:01:00.000000,6,1
2024202681,2024-05-27 00:01:00.000000,6,1
2024202682,2024-05-27 00:01:00.000000,6,1
2024202686,2024-05-27 00:01:00.000000,6,1
2024202690,2024-05-27 00:01:00.000000,6,1
2024202692,2024-05-27 00:01:00.000000,6,1
2024202694,2024-05-27 00:01:00.000000,6,1
2024202696,2024-05-27 00:01:00.000000,6,1
2024202699,2024-05-27 00:01:00.000000,6,1
2024202702,2024-05-27 00:01:00.000000,6,1
2024202706,2024-05-27 00:01:00.000000,6,1
2024202709,2024-05-27 00:01:00.000000,6,1
2024202710,2024-05-27 00:01:00.000000,6,1
2024202711,2024-05-27 00:01:00.000000,6,1
2024202713,2024-05-27 00:01:00.000000,6,1
2024202714,2024-05-27 00:01:00.000000,6,1
2024202718,2024-05-27 00:01:00.000000,6,1
2024202724,2024-05-27 13:39:00.000000,3,1
2024202725,2024-05-27 14:05:00.000000,3,1
2024202730,2024-05-27 16:41:00.000000,3,1
2024202731,2024-05-27 13:34:00.000000,3,1
2024202732,2024-05-27 08:08:00.000000,3,1
2024202733,2024-05-27 08:18:00.000000,3,1
2024202735,2024-05-27 14:45:00.000000,3,1
2024202737,2024-05-27 10:02:00.000000,3,1
2024202738,2024-05-27 15:56:00.000000,3,1
2024202740,2024-05-27 15:13:00.000000,3,1
2024202744,2024-05-27 08:16:00.000000,6,1
2024202745,2024-05-27 08:08:00.000000,6,1
2024202748,2024-05-27 16:39:00.000000,3,1
2024202749,2024-05-27 15:22:00.000000,6,1
2024202752,2024-05-27 08:09:00.000000,6,1
2024202755,2024-05-27 08:07:00.000000,3,1
2024202756,2024-05-27 08:04:00.000000,3,1
2024202760,2024-05-27 08:04:00.000000,3,1
2024202765,2024-05-27 08:05:00.000000,4,1
2024202767,2024-05-27 08:15:00.000000,3,1
2024202770,2024-05-27 22:47:00.000000,3,1
2024202771,2024-05-27 08:05:00.000000,6,1
2024202772,2024-05-27 13:44:00.000000,3,1
2024202773,2024-05-27 08:09:00.000000,6,1
2024202775,2024-05-27 08:02:00.000000,3,1
2024202776,2024-05-27 08:14:00.000000,3,1
2024202779,2024-05-27 08:09:00.000000,3,1
2024202780,2024-05-27 08:16:00.000000,3,1
2024202781,2024-05-27 19:55:00.000000,6,1
2024202790,2024-05-27 08:07:00.000000,6,1
2024202791,2024-05-27 08:11:00.000000,3,1
2024202793,2024-05-27 16:58:00.000000,3,1
2024202794,2024-05-27 22:25:00.000000,6,1
2024202795,2024-05-27 08:18:00.000000,3,1
2024202796,2024-05-27 14:46:00.000000,3,1
2024202797,2024-05-27 13:44:00.000000,3,1
2024202801,2024-05-27 10:20:00.000000,3,1
2024202804,2024-05-27 08:04:00.000000,3,1
2024202805,2024-05-27 14:12:00.000000,3,1
2024202806,2024-05-27 13:49:00.000000,3,1
2024202807,2024-05-27 16:09:00.000000,3,1
2024202808,2024-05-27 08:02:00.000000,3,1
2024202814,2024-05-27 08:41:00.000000,6,1
2024202815,2024-05-27 08:04:00.000000,3,1
2024202816,2024-05-27 16:27:00.000000,6,1
2024202817,2024-05-27 18:51:00.000000,3,1
2024202819,2024-05-27 13:33:00.000000,3,1
2024202820,2024-05-27 08:55:00.000000,3,1
2024202824,2024-05-27 08:03:00.000000,3,1
2024202825,2024-05-27 08:03:00.000000,3,1
2024202826,2024-05-27 08:01:00.000000,3,1
2024202829,2024-05-27 14:40:00.000000,6,1
2024202830,2024-05-27 08:05:00.000000,6,1
2024202831,2024-05-27 14:19:00.000000,6,1
2024202834,2024-05-27 08:10:00.000000,6,1
2024202835,2024-05-27 08:45:00.000000,6,1
2024202836,2024-05-27 08:07:00.000000,3,1
2024202837,2024-05-27 15:39:00.000000,3,1
2024202838,2024-05-27 08:09:00.000000,6,1
2024202840,2024-05-27 08:16:00.000000,3,1
2024202841,2024-05-27 08:08:00.000000,6,1
2024202842,2024-05-27 08:10:00.000000,3,1
2024202843,2024-05-27 08:10:00.000000,3,1
2024202844,2024-05-27 18:43:00.000000,3,1
2024202849,2024-05-27 08:13:00.000000,3,1
2024202850,2024-05-27 20:43:00.000000,6,1
2024202852,2024-05-27 08:02:00.000000,3,1
2024202853,2024-05-27 16:44:00.000000,3,1
2024202854,2024-05-27 08:02:00.000000,3,1
2024202856,2024-05-27 08:08:00.000000,3,1
2024202857,2024-05-27 08:02:00.000000,3,1
2024202858,2024-05-27 08:03:00.000000,3,1
2024202861,2024-05-27 15:39:00.000000,4,1
2024202863,2024-05-27 08:02:00.000000,3,1
2024202864,2024-05-27 16:50:00.000000,3,1
2024202867,2024-05-27 08:04:00.000000,3,1
2024202868,2024-05-27 08:08:00.000000,3,1
2024202869,2024-05-27 17:00:00.000000,3,1
2024202870,2024-05-27 08:07:00.000000,6,1
2024202872,2024-05-27 08:04:00.000000,6,1
2024202873,2024-05-27 08:18:00.000000,4,1
2024202874,2024-05-27 16:09:00.000000,3,1
2024202875,2024-05-27 08:03:00.000000,3,1
2024202876,2024-05-27 14:45:00.000000,6,1
2024202878,2024-05-27 12:45:00.000000,3,1
2024202879,2024-05-27 15:48:00.000000,3,1
2024202880,2024-05-27 15:09:00.000000,3,1
2024202881,2024-05-27 08:09:00.000000,6,1
2024202884,2024-05-27 08:07:00.000000,3,1
2024202886,2024-05-27 11:58:00.000000,3,1
2024202887,2024-05-27 17:08:00.000000,3,1
2024202888,2024-05-27 14:45:00.000000,3,1
2024202889,2024-05-27 08:03:00.000000,6,1
2024202891,2024-05-27 10:00:00.000000,6,1
2024202892,2024-05-27 08:08:00.000000,6,1
2024202893,2024-05-27 08:07:00.000000,3,1
2024202895,2024-05-27 00:01:00.000000,6,1
2024202896,2024-05-27 00:01:00.000000,6,1
2024202897,2024-05-27 00:01:00.000000,6,1
2024202898,2024-05-27 00:01:00.000000,6,1
2024202900,2024-05-27 00:01:00.000000,6,1
2024202901,2024-05-27 00:01:00.000000,6,1
2024202902,2024-05-27 00:01:00.000000,6,1
2024202904,2024-05-27 00:01:00.000000,6,1
2024202907,2024-05-27 00:01:00.000000,6,1
2024202908,2024-05-27 00:01:00.000000,6,1
2024202909,2024-05-27 00:01:00.000000,6,1
2024202911,2024-05-27 00:01:00.000000,6,1
2024202912,2024-05-27 00:01:00.000000,6,1
2024202913,2024-05-27 00:01:00.000000,6,1
2024202916,2024-05-27 00:01:00.000000,6,1
2024202919,2024-05-27 00:01:00.000000,6,1
2024202920,2024-05-27 00:01:00.000000,6,1
2024202922,2024-05-27 00:01:00.000000,6,1
2024202923,2024-05-27 00:01:00.000000,6,1
2024202924,2024-05-27 00:01:00.000000,6,1
2024202926,2024-05-27 00:01:00.000000,6,1
2024202928,2024-05-27 00:01:00.000000,6,1
2024202929,2024-05-27 00:01:00.000000,6,1
2024202931,2024-05-27 00:01:00.000000,6,1
2024202935,2024-05-27 00:01:00.000000,6,1
2024202936,2024-05-27 00:01:00.000000,6,1
2024202937,2024-05-27 00:01:00.000000,6,1
2024202938,2024-05-27 00:01:00.000000,6,1
2024202939,2024-05-27 00:01:00.000000,6,1
2024202946,2024-05-27 10:02:00.000000,3,1
2024202950,2024-05-27 08:14:00.000000,3,1
2024202951,2024-05-27 17:38:00.000000,3,1
2024202956,2024-05-27 08:15:00.000000,3,1
2024202959,2024-05-27 18:11:00.000000,3,1
2024202960,2024-05-27 08:02:00.000000,3,1
2024202962,2024-05-27 17:59:00.000000,3,1
2024202963,2024-05-27 08:07:00.000000,3,1
2024202964,2024-05-27 14:34:00.000000,3,1
2024202967,2024-05-27 00:23:00.000000,3,1
2024202969,2024-05-27 08:07:00.000000,3,1
2024202971,2024-05-27 08:11:00.000000,3,1
2024202972,2024-05-27 08:17:00.000000,3,1
2024202973,2024-05-27 08:52:00.000000,6,1
2024202974,2024-05-27 14:19:00.000000,3,1
2024202979,2024-05-27 18:49:00.000000,3,1
2024202980,2024-05-27 08:03:00.000000,6,1
2024202981,2024-05-27 14:45:00.000000,3,1
2024202990,2024-05-27 08:59:00.000000,3,1
2024202991,2024-05-27 08:05:00.000000,3,1
2024202992,2024-05-27 08:19:00.000000,6,1
2024202993,2024-05-27 13:39:00.000000,3,1
2024202994,2024-05-27 15:38:00.000000,3,1
2024202995,2024-05-27 08:17:00.000000,6,1
2024202997,2024-05-27 15:23:00.000000,6,1
2024203000,2024-05-27 08:05:00.000000,3,1
2024203005,2024-05-27 08:02:00.000000,3,1
2024203006,2024-05-27 08:05:00.000000,3,1
2024203008,2024-05-27 14:20:00.000000,6,1
2024203009,2024-05-27 08:09:00.000000,3,1
2024203015,2024-05-27 13:35:00.000000,6,1
2024203016,2024-05-27 15:01:00.000000,6,1
2024203017,2024-05-27 13:48:00.000000,3,1
2024203020,2024-05-27 09:02:00.000000,6,1
2024203021,2024-05-27 00:01:00.000000,6,1
2024203025,2024-05-27 08:08:00.000000,6,1
2024203027,2024-05-27 08:11:00.000000,4,1
2024203028,2024-05-27 19:32:00.000000,3,1
2024203029,2024-05-27 08:22:00.000000,3,1
2024203030,2024-05-27 08:07:00.000000,3,1
2024203032,2024-05-27 08:08:00.000000,6,1
2024203033,2024-05-27 00:04:00.000000,3,1
2024203035,2024-05-27 08:10:00.000000,3,1
2024203036,2024-05-27 16:03:00.000000,3,1
2024203037,2024-05-27 08:12:00.000000,3,1
2024203038,2024-05-27 08:09:00.000000,6,1
2024203039,2024-05-27 08:12:00.000000,3,1
2024203041,2024-05-27 15:36:00.000000,3,1
2024203042,2024-05-27 12:38:00.000000,3,1
2024203043,2024-05-27 08:03:00.000000,3,1
2024203044,2024-05-27 19:28:00.000000,3,1
2024203045,2024-05-27 08:06:00.000000,3,1
2024203047,2024-05-27 13:51:00.000000,3,1
2024203048,2024-05-27 08:22:00.000000,3,1
2024203049,2024-05-27 16:35:00.000000,3,1
2024203051,2024-05-27 08:02:00.000000,3,1
2024203053,2024-05-27 08:13:00.000000,6,1
2024203054,2024-05-27 14:30:00.000000,3,1
2024203060,2024-05-27 08:06:00.000000,3,1
2024203063,2024-05-27 08:05:00.000000,3,1
2024203064,2024-05-27 08:15:00.000000,3,1
2024203065,2024-05-27 08:07:00.000000,3,1
2024203066,2024-05-27 15:14:00.000000,3,1
2024203070,2024-05-27 08:06:00.000000,3,1
2024203076,2024-05-27 08:05:00.000000,6,1
2024203080,2024-05-27 02:46:00.000000,6,1
2024203082,2024-05-27 08:02:00.000000,6,1
2024203084,2024-05-27 08:10:00.000000,6,1
2024203085,2024-05-27 18:44:00.000000,3,1
2024203086,2024-05-27 06:55:00.000000,3,1
2024203089,2024-05-27 13:36:00.000000,3,1
2024203090,2024-05-27 08:02:00.000000,6,1
2024203091,2024-05-27 08:18:00.000000,3,1
2024203092,2024-05-27 08:14:00.000000,6,1
2024203094,2024-05-27 20:31:00.000000,3,1
2024203096,2024-05-27 08:09:00.000000,3,1
2024203098,2024-05-27 08:03:00.000000,3,1
2024203099,2024-05-27 08:08:00.000000,3,1
2024203100,2024-05-27 15:39:00.000000,6,1
2024203101,2024-05-27 23:36:00.000000,6,1
2024203108,2024-05-27 00:01:00.000000,6,1
2024203112,2024-05-27 00:01:00.000000,6,1
2024203113,2024-05-27 00:01:00.000000,6,1
2024203114,2024-05-27 00:01:00.000000,6,1
2024203116,2024-05-27 00:01:00.000000,6,1
2024203118,2024-05-27 00:01:00.000000,6,1
2024203119,2024-05-27 00:01:00.000000,6,1
2024203121,2024-05-27 00:01:00.000000,6,1
2024203123,2024-05-27 00:01:00.000000,6,1
2024203126,2024-05-27 00:01:00.000000,6,1
2024203129,2024-05-27 00:01:00.000000,6,1
2024203130,2024-05-27 00:01:00.000000,6,1
2024203133,2024-05-27 00:01:00.000000,6,1
2024203136,2024-05-27 00:01:00.000000,6,1
2024203137,2024-05-27 00:01:00.000000,6,1
2024203139,2024-05-27 00:01:00.000000,6,1
2024203140,2024-05-27 00:01:00.000000,6,1
2024203142,2024-05-27 00:01:00.000000,6,1
2024203144,2024-05-27 00:01:00.000000,6,1
2024203146,2024-05-27 00:01:00.000000,6,1
2024203150,2024-05-27 00:01:00.000000,6,1
2024203152,2024-05-27 00:01:00.000000,6,1
2024203155,2024-05-27 08:01:00.000000,3,1
2024203156,2024-05-27 17:54:00.000000,3,1
2024203157,2024-05-27 07:34:00.000000,4,1
2024203158,2024-05-27 22:31:00.000000,3,1
2024203159,2024-05-27 08:04:00.000000,3,1
2024203160,2024-05-27 08:07:00.000000,3,1
2024203161,2024-05-27 08:08:00.000000,3,1
2024203162,2024-05-27 08:06:00.000000,3,1
2024203165,2024-05-27 17:47:00.000000,3,1
2024203167,2024-05-27 14:20:00.000000,3,1
2024203168,2024-05-27 08:17:00.000000,3,1
2024203169,2024-05-27 08:06:00.000000,3,1
2024203170,2024-05-27 08:11:00.000000,6,1
2024203173,2024-05-27 16:56:00.000000,3,1
2024203176,2024-05-27 20:15:00.000000,3,1
2024203177,2024-05-27 08:37:00.000000,6,1
2024203178,2024-05-27 15:39:00.000000,3,1
2024203182,2024-05-27 14:16:00.000000,3,1
2024203184,2024-05-27 06:49:00.000000,3,1
2024203189,2024-05-27 08:18:00.000000,3,1
2024203190,2024-05-27 14:40:00.000000,6,1
2024203192,2024-05-27 08:05:00.000000,6,1
2024203196,2024-05-27 08:07:00.000000,6,1
2024203198,2024-05-27 08:08:00.000000,3,1
2024203200,2024-05-27 08:06:00.000000,6,1
2024203202,2024-05-27 08:08:00.000000,3,1
2024203203,2024-05-27 08:05:00.000000,3,1
2024203204,2024-05-27 08:02:00.000000,3,1
2024203205,2024-05-27 08:11:00.000000,6,1
2024203206,2024-05-27 00:21:00.000000,3,1
2024203207,2024-05-27 08:06:00.000000,3,1
2024203208,2024-05-27 14:23:00.000000,3,1
2024203209,2024-05-27 08:07:00.000000,6,1
2024203210,2024-05-27 08:02:00.000000,3,1
2024203211,2024-05-27 10:41:00.000000,3,1
2024203213,2024-05-27 20:19:00.000000,3,1
2024203214,2024-05-27 21:46:00.000000,3,1
2024203216,2024-05-27 08:03:00.000000,3,1
2024203218,2024-05-27 18:15:00.000000,3,1
2024203219,2024-05-27 13:35:00.000000,6,1
2024203220,2024-05-27 08:10:00.000000,3,1
2024203223,2024-05-27 08:03:00.000000,3,1
2024203224,2024-05-27 08:19:00.000000,3,1
2024203227,2024-05-27 19:24:00.000000,3,1
2024203228,2024-05-27 09:10:00.000000,3,1
2024203229,2024-05-27 08:03:00.000000,3,1
2024203230,2024-05-27 08:04:00.000000,3,1
2024203232,2024-05-27 18:05:00.000000,3,1
2024203233,2024-05-27 16:38:00.000000,3,1
2024203235,2024-05-27 10:00:00.000000,6,1
2024203236,2024-05-27 08:04:00.000000,3,1
2024203238,2024-05-27 08:01:00.000000,3,1
2024203240,2024-05-27 08:07:00.000000,6,1
2024203241,2024-05-27 08:14:00.000000,3,1
2024203242,2024-05-27 08:01:00.000000,3,1
2024203243,2024-05-27 17:01:00.000000,3,1
2024203244,2024-05-27 08:08:00.000000,3,1
2024203249,2024-05-27 14:20:00.000000,3,1
2024203250,2024-05-27 08:04:00.000000,6,1
2024203251,2024-05-27 09:05:00.000000,3,1
2024203253,2024-05-27 08:14:00.000000,3,1
2024203254,2024-05-27 16:49:00.000000,3,1
2024203256,2024-05-27 14:08:00.000000,3,1
2024203257,2024-05-27 08:05:00.000000,3,1
2024203258,2024-05-27 08:03:00.000000,3,1
2024203261,2024-05-27 23:58:00.000000,3,1
2024203262,2024-05-27 17:27:00.000000,6,1
2024203267,2024-05-27 08:18:00.000000,3,1
2024203270,2024-05-27 15:39:00.000000,3,1
2024203279,2024-05-27 11:42:00.000000,3,1
2024203280,2024-05-27 08:11:00.000000,6,1
2024203283,2024-05-27 10:59:00.000000,6,1
2024203284,2024-05-27 08:11:00.000000,6,1
2024203285,2024-05-27 08:13:00.000000,6,1
2024203289,2024-05-27 08:09:00.000000,3,1
2024203292,2024-05-27 08:05:00.000000,4,1
2024203293,2024-05-27 17:13:00.000000,3,1
2024203295,2024-05-27 06:40:00.000000,3,1
2024203296,2024-05-27 08:15:00.000000,4,1
2024203299,2024-05-27 08:18:00.000000,3,1
2024203301,2024-05-27 09:07:00.000000,3,1
2024203302,2024-05-27 08:08:00.000000,3,1
2024203303,2024-05-27 11:41:00.000000,3,1
2024203305,2024-05-27 18:03:00.000000,3,1
2024203306,2024-05-27 08:13:00.000000,4,1
2024203307,2024-05-27 14:30:00.000000,3,1
2024203312,2024-05-27 14:24:00.000000,6,1
2024203314,2024-05-27 08:09:00.000000,3,1
2024203315,2024-05-27 15:47:00.000000,3,1
2024203317,2024-05-27 08:16:00.000000,6,1
2024203320,2024-05-27 08:05:00.000000,3,1
2024203323,2024-05-27 23:51:00.000000,6,1
2024203326,2024-05-27 08:02:00.000000,6,1
2024203329,2024-05-27 08:09:00.000000,6,1
2024203331,2024-05-27 18:42:00.000000,4,1
2024203332,2024-05-27 00:25:00.000000,3,1
2024203335,2024-05-27 00:01:00.000000,6,1
2024203337,2024-05-27 00:01:00.000000,6,1
2024203339,2024-05-27 00:01:00.000000,6,1
2024203341,2024-05-27 00:01:00.000000,6,1
2024203343,2024-05-27 00:01:00.000000,6,1
2024203344,2024-05-27 00:01:00.000000,6,1
2024203346,2024-05-27 00:01:00.000000,6,1
2024203348,2024-05-27 00:01:00.000000,6,1
2024203349,2024-05-27 00:01:00.000000,6,1
2024203352,2024-05-27 00:01:00.000000,6,1
2024203355,2024-05-27 00:01:00.000000,6,1
2024203356,2024-05-27 00:01:00.000000,6,1
2024203358,2024-05-27 00:01:00.000000,6,1
2024203359,2024-05-27 00:01:00.000000,6,1
2024203360,2024-05-27 00:01:00.000000,6,1
2024203361,2024-05-27 00:01:00.000000,6,1
2024203367,2024-05-27 00:01:00.000000,6,1
2024203368,2024-05-27 00:01:00.000000,6,1
2024203369,2024-05-27 00:01:00.000000,6,1
2024203370,2024-05-27 00:01:00.000000,6,1
2024203371,2024-05-27 00:01:00.000000,6,1
2024203372,2024-05-27 00:01:00.000000,6,1
2024203376,2024-05-27 14:02:00.000000,3,1
2024203378,2024-05-27 15:00:00.000000,6,1
2024203380,2024-05-27 18:04:00.000000,3,1
2024203385,2024-05-27 17:34:00.000000,4,1
2024203386,2024-05-27 08:02:00.000000,6,1
2024203387,2024-05-27 14:44:00.000000,4,1
2024203388,2024-05-27 08:08:00.000000,3,1
2024203389,2024-05-27 08:06:00.000000,6,1
2024203394,2024-05-27 08:18:00.000000,3,1
2024203398,2024-05-27 08:10:00.000000,3,1
2024203402,2024-05-27 13:05:00.000000,3,1
2024203407,2024-05-27 14:34:00.000000,3,1
2024203408,2024-05-27 20:32:00.000000,3,1
2024203410,2024-05-27 22:00:00.000000,3,1
2024203414,2024-05-27 08:10:00.000000,3,1
2024203417,2024-05-27 17:44:00.000000,3,1
2024203419,2024-05-27 17:43:00.000000,3,1
2024203422,2024-05-27 14:28:00.000000,3,1
2024203423,2024-05-27 09:42:00.000000,3,1
2024203424,2024-05-27 08:16:00.000000,3,1
2024203425,2024-05-27 08:20:00.000000,6,1
2024203426,2024-05-27 14:45:00.000000,3,1
2024203428,2024-05-27 22:40:00.000000,3,1
2024203429,2024-05-27 08:18:00.000000,3,1
2024203430,2024-05-27 08:06:00.000000,6,1
2024203431,2024-05-27 08:06:00.000000,6,1
2024203432,2024-05-27 08:06:00.000000,6,1
2024203433,2024-05-27 15:39:00.000000,6,1
2024203436,2024-05-27 08:08:00.000000,3,1
2024203437,2024-05-27 16:57:00.000000,3,1
2024203438,2024-05-27 08:03:00.000000,3,1
2024203441,2024-05-27 08:20:00.000000,3,1
2024203442,2024-05-27 08:07:00.000000,3,1
2024203444,2024-05-27 18:16:00.000000,6,1
2024203446,2024-05-27 08:03:00.000000,6,1
2024203449,2024-05-27 16:41:00.000000,3,1
2024203451,2024-05-27 23:21:00.000000,6,1
2024203452,2024-05-27 08:22:00.000000,3,1
2024203454,2024-05-27 17:01:00.000000,3,1
2024203458,2024-05-27 23:25:00.000000,3,1
2024203459,2024-05-27 16:58:00.000000,3,1
2024203465,2024-05-27 08:17:00.000000,3,1
2024203466,2024-05-27 17:44:00.000000,3,1
2024203467,2024-05-27 08:06:00.000000,3,1
2024203468,2024-05-27 14:19:00.000000,3,1
2024203469,2024-05-27 19:44:00.000000,3,1
2024203470,2024-05-27 14:55:00.000000,3,1
2024203471,2024-05-27 16:16:00.000000,3,1
2024203472,2024-05-27 08:11:00.000000,6,1
2024203473,2024-05-27 06:28:00.000000,3,1
2024203474,2024-05-27 10:27:00.000000,3,1
2024203480,2024-05-27 00:01:00.000000,6,1
2024203485,2024-05-27 08:04:00.000000,3,1
2024203487,2024-05-27 08:05:00.000000,3,1
2024203489,2024-05-27 08:07:00.000000,3,1
2024203490,2024-05-27 08:03:00.000000,6,1
2024203492,2024-05-27 08:08:00.000000,6,1
2024203493,2024-05-27 08:10:00.000000,3,1
2024203494,2024-05-27 08:09:00.000000,3,1
2024203497,2024-05-27 15:58:00.000000,3,1
2024203499,2024-05-27 09:40:00.000000,3,1
2024203502,2024-05-27 16:26:00.000000,3,1
2024203503,2024-05-27 08:15:00.000000,6,1
2024203505,2024-05-27 08:10:00.000000,3,1
2024203506,2024-05-27 08:08:00.000000,3,1
2024203508,2024-05-27 19:30:00.000000,4,1
2024203512,2024-05-27 08:03:00.000000,4,1
2024203513,2024-05-27 16:11:00.000000,3,1
2024203514,2024-05-27 08:21:00.000000,6,1
2024203515,2024-05-27 08:18:00.000000,6,1
2024203518,2024-05-27 08:09:00.000000,3,1
2024203520,2024-05-27 10:43:00.000000,3,1
2024203521,2024-05-27 12:09:00.000000,6,1
2024203522,2024-05-27 07:27:00.000000,3,1
2024203523,2024-05-27 08:05:00.000000,3,1
2024203525,2024-05-27 08:14:00.000000,3,1
2024203526,2024-05-27 08:04:00.000000,3,1
2024203527,2024-05-27 09:42:00.000000,3,1
2024203528,2024-05-27 08:10:00.000000,3,1
2024203529,2024-05-27 16:01:00.000000,3,1
2024203534,2024-05-27 08:04:00.000000,6,1
2024203535,2024-05-27 13:58:00.000000,3,1
2024203537,2024-05-27 08:11:00.000000,3,1
2024203538,2024-05-27 15:07:00.000000,3,1
2024203539,2024-05-27 08:14:00.000000,3,1
2024203540,2024-05-27 08:11:00.000000,3,1
2024203542,2024-05-27 08:02:00.000000,3,1
2024203545,2024-05-27 14:54:00.000000,4,1
2024203546,2024-05-27 16:46:00.000000,3,1
2024203547,2024-05-27 08:06:00.000000,4,1
2024203549,2024-05-27 15:39:00.000000,3,1
2024203550,2024-05-27 08:04:00.000000,3,1
2024203551,2024-05-27 19:32:00.000000,3,1
2024203554,2024-05-27 13:54:00.000000,3,1
2024203556,2024-05-27 00:01:00.000000,6,1
2024203557,2024-05-27 00:01:00.000000,6,1
2024203558,2024-05-27 00:01:00.000000,6,1
2024203560,2024-05-27 00:01:00.000000,6,1
2024203562,2024-05-27 00:01:00.000000,6,1
2024203563,2024-05-27 00:01:00.000000,6,1
2024203588,2024-05-28 08:06:00.000000,3,1
2024203591,2024-05-28 00:06:00.000000,3,1
2024203599,2024-05-28 08:02:00.000000,3,1
2024203600,2024-05-28 18:27:00.000000,3,1
2024203602,2024-05-28 08:14:00.000000,6,1
2024203604,2024-05-28 00:22:00.000000,3,1
2024203608,2024-05-28 11:03:00.000000,3,1
2024203609,2024-05-28 08:06:00.000000,3,1
2024203610,2024-05-28 08:05:00.000000,3,1
2024203611,2024-05-28 00:05:00.000000,3,1
2024203612,2024-05-28 08:17:00.000000,3,1
2024203614,2024-05-28 08:04:00.000000,3,1
2024203616,2024-05-28 08:09:00.000000,6,1
2024203617,2024-05-28 08:08:00.000000,6,1
2024203619,2024-05-28 00:01:00.000000,6,1
2024203622,2024-05-28 08:05:00.000000,3,1
2024203623,2024-05-28 08:11:00.000000,6,1
2024203624,2024-05-28 22:50:00.000000,6,1
2024203625,2024-05-28 00:05:00.000000,3,1
2024203627,2024-05-28 08:56:00.000000,3,1
2024203628,2024-05-28 09:16:00.000000,3,1
2024203629,2024-05-28 12:38:00.000000,3,1
2024203630,2024-05-28 08:08:00.000000,6,1
2024203631,2024-05-28 08:02:00.000000,3,1
2024203632,2024-05-28 22:39:00.000000,3,1
2024203634,2024-05-28 09:47:00.000000,3,1
2024203635,2024-05-28 08:04:00.000000,6,1
2024203637,2024-05-28 08:06:00.000000,3,1
2024203638,2024-05-28 08:13:00.000000,3,1
2024203639,2024-05-28 08:02:00.000000,4,1
2024203640,2024-05-28 09:39:00.000000,6,1
2024203641,2024-05-28 08:06:00.000000,3,1
2024203642,2024-05-28 00:04:00.000000,3,1
2024203645,2024-05-28 08:03:00.000000,3,1
2024203649,2024-05-28 09:37:00.000000,3,1
2024203650,2024-05-28 08:07:00.000000,3,1
2024203651,2024-05-28 11:24:00.000000,6,1
2024203653,2024-05-28 17:09:00.000000,3,1
2024203655,2024-05-28 10:47:00.000000,3,1
2024203657,2024-05-28 08:07:00.000000,6,1
2024203659,2024-05-28 08:11:00.000000,3,1
2024203660,2024-05-28 08:03:00.000000,3,1
2024203663,2024-05-28 18:33:00.000000,3,1
2024203664,2024-05-28 18:29:00.000000,3,1
2024203665,2024-05-28 08:07:00.000000,3,1
2024203667,2024-05-28 11:17:00.000000,3,1
2024203668,2024-05-28 00:04:00.000000,3,1
2024203675,2024-05-28 08:18:00.000000,3,1
2024203676,2024-05-28 08:09:00.000000,3,1
2024203679,2024-05-28 19:57:00.000000,3,1
2024203681,2024-05-28 08:06:00.000000,3,1
2024203682,2024-05-28 11:12:00.000000,3,1
2024203687,2024-05-28 07:16:00.000000,3,1
2024203688,2024-05-28 08:05:00.000000,3,1
2024203689,2024-05-28 08:13:00.000000,3,1
2024203690,2024-05-28 12:38:00.000000,3,1
2024203691,2024-05-28 09:01:00.000000,3,1
2024203692,2024-05-28 08:16:00.000000,6,1
2024203695,2024-05-28 08:16:00.000000,6,1
2024203696,2024-05-28 08:12:00.000000,3,1
2024203697,2024-05-28 10:16:00.000000,6,1
2024203699,2024-05-28 08:06:00.000000,3,1
2024203700,2024-05-28 08:17:00.000000,6,1
2024203704,2024-05-28 08:11:00.000000,3,1
2024203705,2024-05-28 08:17:00.000000,3,1
2024203706,2024-05-28 00:04:00.000000,3,1
2024203707,2024-05-28 08:04:00.000000,3,1
2024203708,2024-05-28 08:09:00.000000,3,1
2024203712,2024-05-28 08:03:00.000000,3,1
2024203713,2024-05-28 12:54:00.000000,3,1
2024203715,2024-05-28 19:39:00.000000,3,1
2024203716,2024-05-28 14:21:00.000000,3,1
2024203717,2024-05-28 08:04:00.000000,3,1
2024203719,2024-05-28 10:52:00.000000,4,1
2024203720,2024-05-28 10:14:00.000000,3,1
2024203721,2024-05-28 08:11:00.000000,3,1
2024203724,2024-05-28 12:18:00.000000,,1
2024203727,2024-05-28 08:17:00.000000,3,1
