"folio_recepcion","cantidad_items","cantidad_lm","cantidad_ls"
"2024372020",3,28,16
"2023476205",12,28,16
"2023455689",26,28,16
"2023464309",13,28,16
"2024351360",19,28,16
"2024358126",26,28,16
"2024154182",3,28,16
"2023470345",21,28,16
"2024364450",6,28,16
"2024363563",16,28,16
"2024361976",11,28,16
"2023463546",7,28,16
"2024366553",3,28,16
"2024361047",18,28,16
"2024354234",3,28,16
"2024358422",3,28,16
"2024356808",4,28,16
"2024352137",15,28,16
"2024356500",10,28,16
"2023477356",34,28,16
"2024365518",18,28,16
"2023477835",12,28,16
"2024364465",7,28,16
"2023477986",16,28,16
"2024354108",15,28,16
"2024361551",4,28,16
"2023476771",17,28,16
"2024356287",6,28,16
"2023478976",34,28,16
"2024361872",7,28,16
"2024353735",3,28,16
"2024350447",3,28,16
"2024359113",19,28,16
"2024372303",3,28,16
"2024358256",14,28,16
"2023455472",12,28,16
"2024361357",3,28,16
"2024361187",14,28,16
"2023477284",23,28,16
"2023470773",8,28,16
"2024353128",13,28,16
"2024361978",39,28,16
"2024359053",9,28,16
"2024365429",3,28,16
"2024360224",3,28,16
"2023476201",19,28,16
"2023460099",1,28,16
"2024352707",17,28,16
"2023478910",3,28,16
"2023475553",42,28,16
"2024353563",10,28,16
"2024351964",3,28,16
"2024356559",17,28,16
"2024357256",9,28,16
"2024357672",44,28,16
"2024360477",9,28,16
"2023470964",21,28,16
"2023455886",16,28,16
"2024353190",16,28,16
"2024356471",11,28,16
"2024351512",8,28,16
"2024365086",13,28,16
"2024350771",7,28,16
"2024356640",19,28,16
"2024360969",15,28,16
"2023476123",10,28,16
"2024363500",6,28,16
"2023477675",18,28,16
"2024351838",11,28,16
"2024363129",18,28,16
"2024358251",17,28,16
"2024363946",3,28,16
"2024356683",35,28,16
"2024351905",3,28,16
"2024075004",3,28,16
"2024357832",11,28,16
"2023470810",17,28,16
"2023478234",8,28,16
"2023470928",3,28,16
"2024365746",10,28,16
"2023470867",3,28,16
"2024366081",23,28,16
"2024351363",12,28,16
"2024350556",3,28,16
"2024365611",3,28,16
"2024366594",5,28,16
"2024356668",31,28,16
"2023455258",16,28,16
"2024360434",3,28,16
"2024363083",9,28,16
"2023476539",3,28,16
"2024359798",26,28,16
"2024354438",3,28,16
"2024365772",3,28,16
"2024352719",7,28,16
"2024358653",30,28,16
"2023460177",13,28,16
"2023455907",13,28,16
"2024350905",7,28,16
"2024354432",24,28,16
"2024359711",24,28,16
"2023459907",3,28,16
"2024350044",21,28,16
"2024363392",10,28,16
"2023478947",5,28,16
"2023460685",30,28,16
"2024356270",2,28,16
"2023475918",3,28,16
"2023476088",20,28,16
"2024357821",11,28,16
"2023460575",3,28,16
"2023455758",3,28,16
"2024351163",10,28,16
"2024353285",18,28,16
"2023478408",3,28,16
"2023044060",3,28,16
"2024366197",9,28,16
"2024358058",6,28,16
"2024357145",3,28,16
"2024353011",3,28,16
"2023459405",12,28,16
"2024357421",6,28,16
"2023470284",21,28,16
"2024357484",12,28,16
"2024354236",3,28,16
"2024353205",3,28,16
"2024357397",25,28,16
"2023459346",28,28,16
"2024350364",40,28,16
"2024364394",7,28,16
"2023460558",7,28,16
"2024359736",18,28,16
"2024359363",30,28,16
"2024364796",19,28,16
"2024365106",11,28,16
"2024357970",3,28,16
"2024361434",3,28,16
"2024360192",5,28,16
"2024350485",17,28,16
"2024361774",3,28,16
"2023463336",15,28,16
"2023460383",33,28,16
"2023470509",26,28,16
"2024359128",31,28,16
"2024364253",3,28,16
"2024360177",32,28,16
"2024356004",3,28,16
"2024365349",7,28,16
"2024360681",12,28,16
"2023476567",3,28,16
"2024363191",23,28,16
"2024354166",25,28,16
"2023455173",12,28,16
"2023478261",12,28,16
"2024354424",7,28,16
"2024362412",3,28,16
"2023455909",3,28,16
"2024356042",9,28,16
"2024353156",7,28,16
"2023478176",6,28,16
"2023475985",6,28,16
"2024350429",14,28,16
"2024360947",3,28,16
"2024360907",3,28,16
"2023476898",12,28,16
"2024351687",43,28,16
"2024354232",10,28,16
"2024366753",3,28,16
"2023470771",6,28,16
"2024372590",3,28,16
"2024352973",3,28,16
"2023476492",3,28,16
"2024356686",12,28,16
"2023455739",15,28,16
"2024357670",29,28,16
"2023470990",30,28,16
"2023470194",12,28,16
"2023459344",25,28,16
"2023476436",20,28,16
"2024357094",9,28,16
"2024372742",15,28,16
"2024366948",6,28,16
"2024190022",4,28,16
"2023463268",3,28,16
"2024361448",9,28,16
"2023459089",32,28,16
"2024363340",23,28,16
"2024356853",36,28,16
"2024364399",9,28,16
"2024359868",3,28,16
"2023476108",17,28,16
"2024357986",16,28,16
"2024366561",3,28,16
"2023159030",6,28,16
"2024360828",28,28,16
"2024363507",9,28,16
"2024362742",36,28,16
"2023476009",17,28,16
"2024361469",3,28,16
"2024353597",9,28,16
"2024360141",3,28,16
"2024364143",21,28,16
"2024357115",3,28,16
"2024365264",3,28,16
"2024356238",23,28,16
"2024352855",15,28,16
"2024350596",3,28,16
"2024357027",23,28,16
"2024350735",4,28,16
"2024357958",1,28,16
"2023477310",7,28,16
"2023470608",6,28,16
"2024352007",6,28,16
"2024361133",26,28,16
"2023462789",7,28,16
"2023455596",20,28,16
"2023464714",18,28,16
"2024353068",23,28,16
"2024360748",17,28,16
"2024351990",7,28,16
"2024357288",3,28,16
"2024354226",19,28,16
"2023455713",17,28,16
"2024353045",19,28,16
"2024361195",7,28,16
"2024358558",36,28,16
"2024364555",2,28,16
"2024364243",13,28,16
"2024350612",4,28,16
"2024352859",24,28,16
"2024360567",8,28,16
"2024351827",7,28,16
"2023476008",3,28,16
"2023478308",30,28,16
"2024362204",12,28,16
"2024350739",22,28,16
"2024365522",18,28,16
"2023460988",12,28,16
"2024363812",3,28,16
"2024360537",3,28,16
"2023476244",3,28,16
"2023470711",3,28,16
"2024353853",3,28,16
"2023478473",2,28,16
"2024366551",9,28,16
"2024360012",31,28,16
"2024354360",19,28,16
"2024357820",26,28,16
"2023478111",9,28,16
"2024184007",26,28,16
"2024358742",19,28,16
"2024351836",23,28,16
"2024352915",8,28,16
"2024363811",20,28,16
"2024365385",6,28,16
"2024359082",7,28,16
"2024351154",18,28,16
"2024358154",3,28,16
"2023478053",8,28,16
"2024359185",7,28,16
"2023478808",24,28,16
"2023459913",12,28,16
"2024358779",15,28,16
"2024358978",5,28,16
"2024357698",3,28,16
"2023477264",19,28,16
"2024366205",30,28,16
"2024353331",8,28,16
"2024353313",28,28,16
"2023455185",3,28,16
"2024357968",10,28,16
"2023459721",4,28,16
"2023470649",3,28,16
"2024372236",3,28,16
"2024360754",3,28,16
"2024354489",24,28,16
"2023455085",12,28,16
"2024364991",6,28,16
"2024353058",4,28,16
"2023459437",11,28,16
"2024364959",46,28,16
"2024365326",3,28,16
"2024357274",7,28,16
"2023464915",11,28,16
"2024358793",3,28,16
"2024364880",6,28,16
"2024358565",3,28,16
"2024001010",31,28,16
"2024363786",8,28,16
"2023470480",3,28,16
"2023477172",13,28,16
"2024354537",3,28,16
"2024366383",12,28,16
"2024359617",8,28,16
"2023459114",30,28,16
"2023459426",5,28,16
"2023459266",13,28,16
"2024365288",13,28,16
"2024361562",6,28,16
"2024358975",35,28,16
"2023477910",4,28,16
"2024351830",6,28,16
"2023470490",20,28,16
"2023478639",11,28,16
"2024350605",9,28,16
"2024365734",7,28,16
"2024365257",17,28,16
"2024363623",3,28,16
"2023478187",23,28,16
"2024372917",4,28,16
"2023460503",14,28,16
"2023475520",8,28,16
"2023475989",4,28,16
"2024364559",3,28,16
"2023459195",8,28,16
"2023475922",3,28,16
"2024363663",28,28,16
"2023455618",7,28,16
"2024154429",11,28,16
"2024352373",9,28,16
"2024357046",3,28,16
"2024354327",10,28,16
"2024190079",5,28,16
"2024352983",35,28,16
"2024361654",7,28,16
"2024366792",10,28,16
"2024363204",3,28,16
"2024357794",8,28,16
"2023476573",31,28,16
"2024365606",17,28,16
"2023470082",3,28,16
"2024357309",9,28,16
"2024363062",23,28,16
"2024352422",13,28,16
"2024353203",21,28,16
"2024360512",37,28,16
"2024363391",24,28,16
"2023475630",6,28,16
"2023478569",4,28,16
"2024354732",3,28,16
"2024358848",9,28,16
"2023460853",18,28,16
"2023455330",27,28,16
"2023470704",18,28,16
"2024351336",40,28,16
"2024350881",13,28,16
"2024350057",3,28,16
"2024351848",16,28,16
"2024352029",19,28,16
"2024356059",3,28,16
"2023460972",15,28,16
"2024359234",3,28,16
"2024356614",3,28,16
"2023478405",8,28,16
"2024358298",12,28,16
"2024353012",7,28,16
"2024365546",14,28,16
"2024003118",28,28,16
"2024359199",6,28,16
"2024352951",16,28,16
"2023475791",27,28,16
"2024360917",12,28,16
"2024372773",13,28,16
"2024352250",17,28,16
"2024365358",29,28,16
"2024365843",8,28,16
"2024359566",43,28,16
"2024363116",32,28,16
"2023475652",3,28,16
"2023470665",10,28,16
"2024353582",32,28,16
"2023162430",9,28,16
"2023459427",14,28,16
"2023476347",7,28,16
"2023478848",11,28,16
"2024354083",34,28,16
"2023478183",3,28,16
"2023477289",20,28,16
"2024350546",16,28,16
"2024363453",26,28,16
"2023459680",17,28,16
"2023476700",27,28,16
"2024364685",23,28,16
"2023460119",10,28,16
"2023478240",18,28,16
"2024363931",17,28,16
"2024350915",11,28,16
"2024352222",16,28,16
"2023459876",3,28,16
"2024361726",12,28,16
"2023459007",5,28,16
"2024364830",19,28,16
"2024351385",11,28,16
"2024350572",3,28,16
"2024357652",15,28,16
"2023455435",14,28,16
"2023455617",8,28,16
"2024177012",27,28,16
"2023459917",11,28,16
"2023477333",9,28,16
"2023470819",21,28,16
"2023478014",19,28,16
"2023475644",3,28,16
"2024352446",7,28,16
"2023459527",3,28,16
"2024089001",27,28,16
"2023464794",3,28,16
"2024356438",10,28,16
"2024359190",11,28,16
"2024365930",7,28,16
"2024352016",15,28,16
"2024363136",6,28,16
"2024360234",13,28,16
"2023476042",10,28,16
"2023475655",15,28,16
"2023111535",7,28,16
"2024358004",8,28,16
"2023478203",3,28,16
"2024356409",10,28,16
"2024363184",30,28,16
"2024363947",20,28,16
"2024354874",33,28,16
"2024357246",3,28,16
"2023455390",2,28,16
"2023476403",12,28,16
"2023475586",3,28,16
"2024354668",11,28,16
"2024366600",14,28,16
"2024366128",14,28,16
"2024364836",29,28,16
"2024357302",3,28,16
"2024351987",3,28,16
"2024190061",3,28,16
"2024360236",3,28,16
"2024364984",3,28,16
"2024358970",24,28,16
"2024372377",7,28,16
"2024351925",3,28,16
"2024356956",28,28,16
"2024366947",19,28,16
"2023460654",19,28,16
"2023470395",3,28,16
"2024353848",16,28,16
"2023478142",3,28,16
"2023477558",3,28,16
"2024361564",21,28,16
"2024350207",3,28,16
"2023455196",6,28,16
"2024360019",15,28,16
"2024363348",18,28,16
"2024350326",3,28,16
"2024366722",15,28,16
"2024350125",3,28,16
"2024366625",6,28,16
"2024360025",3,28,16
"2024357006",15,28,16
"2023476607",3,28,16
"2024352241",4,28,16
"2024166015",10,28,16
"2024350734",18,28,16
"2024354200",9,28,16
"2023470792",13,28,16
"2024361007",18,28,16
"2024358380",28,28,16
"2023463416",5,28,16
"2024351114",24,28,16
"2024350920",14,28,16
"2024359217",30,28,16
"2023459016",32,28,16
"2024358792",3,28,16
"2023459022",14,28,16
"2023464062",6,28,16
"2023459769",3,28,16
"2024354068",14,28,16
"2024372766",27,28,16
"2024360414",23,28,16
"2023459771",16,28,16
"2024351700",18,28,16
"2023475493",39,28,16
"2023460224",4,28,16
"2024351763",17,28,16
"2024359582",3,28,16
"2024359230",4,28,16
"2024352018",12,28,16
"2024352249",4,28,16
"2024353845",3,28,16
"2024350148",2,28,16
"2024351402",22,28,16
"2023459585",3,28,16
"2024350732",9,28,16
"2024362198",18,28,16
"2024361758",3,28,16
"2024360984",3,28,16
"2024363059",9,28,16
"2024358425",13,28,16
"2024352374",6,28,16
"2024363612",5,28,16
"2024361178",9,28,16
"2024353549",23,28,16
"2024365898",16,28,16
"2023478199",9,28,16
"2024361981",10,28,16
"2024352604",6,28,16
"2024361041",17,28,16
"2023476710",10,28,16
"2024361747",3,28,16
"2023478482",7,28,16
"2024365584",5,28,16
"2024357819",3,28,16
"2023475980",13,28,16
"2024350165",3,28,16
"2023478424",12,28,16
"2023477855",7,28,16
"2023455688",13,28,16
"2024352139",4,28,16
"2024364600",11,28,16
"2024361364",53,28,16
"2024350999",12,28,16
"2023459457",14,28,16
"2024365904",11,28,16
"2024362874",20,28,16
"2023455998",6,28,16
"2024354484",23,28,16
"2024359892",17,28,16
"2023463330",10,28,16
"2024363182",31,28,16
"2024360179",21,28,16
"2024351477",10,28,16
"2024364050",27,28,16
"2023475623",7,28,16
"2023477755",22,28,16
"2024351909",14,28,16
"2024356279",17,28,16
"2023460184",17,28,16
"2024356333",7,28,16
"2024353195",16,28,16
"2024352981",10,28,16
"2024350020",12,28,16
"2024364520",5,28,16
"2024354189",13,28,16
"2023478160",33,28,16
"2024360933",3,28,16
"2023476886",19,28,16
"2024358826",6,28,16
"2024366565",3,28,16
"2024358559",29,28,16
"2024365967",11,28,16
"2023477170",14,28,16
"2023475549",19,28,16
"2023475548",18,28,16
"2024351934",40,28,16
"2024360014",13,28,16
"2024363959",5,28,16
"2023455923",27,28,16
"2023455871",20,28,16
"2024361060",11,28,16
"2023476124",3,28,16
"2023455434",14,28,16
"2024360513",16,28,16
"2023459188",3,28,16
"2024358358",14,28,16
"2024365013",4,28,16
"2024364363",13,28,16
"2023476446",3,28,16
"2024365932",10,28,16
"2024350535",30,28,16
"2023476514",17,28,16
"2024351373",11,28,16
"2024357182",13,28,16
"2024360504",25,28,16
"2023460876",13,28,16
"2024363773",23,28,16
"2023455600",7,28,16
"2024359169",17,28,16
"2024350990",7,28,16
"2024363927",6,28,16
"2024359622",6,28,16
"2023460097",3,28,16
"2024360529",3,28,16
"2024363211",12,28,16
"2024350726",11,28,16
"2024358568",22,28,16
"2024358759",2,28,16
"2024352561",25,28,16
"2024351988",26,28,16
"2024358851",7,28,16
"2024354538",11,28,16
"2024363234",3,28,16
"2023477091",4,28,16
"2023476960",13,28,16
"2023470790",11,28,16
"2024353846",15,28,16
"2024360292",7,28,16
"2024357025",7,28,16
"2024350216",19,28,16
"2023476301",8,28,16
"2024363659",3,28,16
"2023460678",6,28,16
"2024353483",8,28,16
"2023477000",14,28,16
"2024360687",7,28,16
"2024350973",4,28,16
"2024358833",3,28,16
"2023477088",26,28,16
"2024351140",9,28,16
"2024353214",3,28,16
"2023476768",14,28,16
"2023478305",14,28,16
"2024362090",25,28,16
"2024351125",6,28,16
"2023459586",17,28,16
"2023459029",13,28,16
"2024366143",1,28,16
"2024358637",7,28,16
"2024353485",39,28,16
"2024366548",3,28,16
"2024360716",25,28,16
"2024358888",3,28,16
"2023477152",32,28,16
"2024359183",6,28,16
"2024354024",16,28,16
"2024359789",10,28,16
"2024357829",9,28,16
"2023459775",4,28,16
"2024361311",3,28,16
"2024363868",18,28,16
"2024358042",3,28,16
"2024356264",5,28,16
"2024351841",7,28,16
"2023478583",21,28,16
"2024366221",7,28,16
"2024352825",3,28,16
"2024358810",26,28,16
"2024357611",16,28,16
"2024358789",38,28,16
"2024359990",3,28,16
"2024350731",6,28,16
"2024361495",3,28,16
"2023464120",19,28,16
"2024366726",9,28,16
"2024356855",6,28,16
"2023470326",6,28,16
"2023460656",20,28,16
"2023477867",14,28,16
"2023476204",30,28,16
"2024364790",3,28,16
"2024353041",7,28,16
"2024361706",18,28,16
"2023477898",9,28,16
"2024372304",29,28,16
"2024361485",7,28,16
"2024361472",17,28,16
"2023477897",11,28,16
"2024372225",28,28,16
"2024351201",3,28,16
"2024356819",7,28,16
"2023475996",11,28,16
"2023475787",17,28,16
"2024361960",29,28,16
"2023460970",15,28,16
"2023455424",16,28,16
"2024364688",15,28,16
"2024361345",14,28,16
"2024366730",3,28,16
"2024352712",3,28,16
"2024351459",3,28,16
"2024360733",21,28,16
"2024357153",3,28,16
"2024356859",3,28,16
"2023470611",12,28,16
"2024365331",31,28,16
"2024351675",18,28,16
"2023476556",15,28,16
"2024352243",6,28,16
"2023460501",24,28,16
"2024356049",3,28,16
"2024351756",7,28,16
"2024359323",10,28,16
"2024363677",20,28,16
"2023476622",7,28,16
"2023459229",3,28,16
"2024366884",3,28,16
"2024361745",10,28,16
"2024094006",3,28,16
"2024358553",3,28,16
"2024361979",3,28,16
"2024361197",10,28,16
"2024351130",23,28,16
"2024366547",18,28,16
"2024366497",2,28,16
"2024361593",3,28,16
"2024365477",44,28,16
"2024361559",20,28,16
"2024372484",24,28,16
"2023478772",8,28,16
"2023477574",6,28,16
"2024361725",12,28,16
"2024359811",8,28,16
"2024356671",3,28,16
"2024353610",7,28,16
"2023477600",18,28,16
"2024354451",20,28,16
"2023459080",3,28,16
"2024366969",29,28,16
"2024361616",22,28,16
"2023478981",3,28,16
"2024357041",3,28,16
"2024364000",8,28,16
"2023470808",7,28,16
"2024359228",3,28,16
"2023478375",16,28,16
"2023470473",31,28,16
"2024352867",29,28,16
"2024177025",6,28,16
"2023477573",3,28,16
"2023470594",11,28,16
"2024359987",6,28,16
"2024351825",14,28,16
"2024372372",14,28,16
"2023460882",15,28,16
"2023475971",15,28,16
"2024358198",3,28,16
"2024366423",3,28,16
"2024359012",14,28,16
"2024352216",3,28,16
"2024350278",2,28,16
"2024365239",13,28,16
"2024359764",12,28,16
"2024365519",36,28,16
"2023478393",9,28,16
"2023477254",9,28,16
"2024352348",3,28,16
"2024356985",17,28,16
"2024356232",32,28,16
"2024366091",5,28,16
"2023470804",3,28,16
"2024360410",22,28,16
"2024365027",7,28,16
"2024350576",13,28,16
"2024352936",21,28,16
"2024364116",12,28,16
"2024357685",3,28,16
"2023459752",15,28,16
"2024361917",24,28,16
"2024360543",8,28,16
"2023475498",19,28,16
"2024359187",5,28,16
"2023477288",7,28,16
"2024354941",7,28,16
"2024350001",19,28,16
"2023476875",3,28,16
"2023460852",3,28,16
"2024353928",3,28,16
"2023459430",14,28,16
"2023470982",13,28,16
"2024353843",24,28,16
"2024361080",9,28,16
"2024351359",14,28,16
"2024353728",7,28,16
"2023476332",9,28,16
"2024365867",14,28,16
"2023477593",12,28,16
"2023478778",16,28,16
"2024363995",11,28,16
"2023476874",3,28,16
"2024357969",7,28,16
"2024150049",27,28,16
"2024351218",65,28,16
"2024350617",32,28,16
"2024358426",11,28,16
"2024359727",10,28,16
"2023478066",10,28,16
"2023478777",14,28,16
"2023459531",10,28,16
"2024359612",3,28,16
"2024354916",3,28,16
"2024351814",26,28,16
"2023476291",28,28,16
"2024351451",32,28,16
"2024350553",3,28,16
"2023459882",6,28,16
"2023460774",17,28,16
"2023477294",27,28,16
"2024359665",6,28,16
"2023459793",36,28,16
"2024361903",30,28,16
"2024361186",13,28,16
"2024357175",5,28,16
"2023464039",26,28,16
"2024352532",13,28,16
"2023478177",17,28,16
"2023478245",31,28,16
"2023464314",16,28,16
"2024366340",9,28,16
"2023470869",12,28,16
"2023459548",34,28,16
"2024356498",23,28,16
"2023460868",10,28,16
"2024366788",22,28,16
"2023459279",3,28,16
"2023455900",7,28,16
"2024359121",18,28,16
"2024364885",10,28,16
"2024353233",22,28,16
"2024354706",3,28,16
"2023477565",3,28,16
"2023476587",15,28,16
"2024353770",25,28,16
"2024350818",6,28,16
"2024361819",3,28,16
"2024353208",3,28,16
"2023470671",9,28,16
"2024360102",21,28,16
"2023478318",7,28,16
"2024352550",3,28,16
"2023459349",8,28,16
"2023460033",20,28,16
"2024351861",24,28,16
"2024366566",7,28,16
"2024365911",9,28,16
"2024351237",2,28,16
"2024353510",7,28,16
"2024363314",18,28,16
"2023460091",30,28,16
"2024352257",3,28,16
"2024372549",16,28,16
"2024366514",24,28,16
"2024350619",33,28,16
"2024350718",3,28,16
"2024357890",3,28,16
"2023478179",6,28,16
"2024154007",9,28,16
"2023455637",14,28,16
"2024350469",3,28,16
"2023470487",10,28,16
"2023463890",12,28,16
"2023475551",27,28,16
"2024372381",16,28,16
"2024350238",8,28,16
"2023459744",18,28,16
"2024361066",3,28,16
"2024358048",6,28,16
"2024354176",7,28,16
"2024354993",6,28,16
"2023476965",12,28,16
"2024366498",7,28,16
"2023470696",16,28,16
"2024350768",10,28,16
"2023476551",3,28,16
"2023459010",22,28,16
"2024360904",15,28,16
"2023478504",7,28,16
"2024357317",10,28,16
"2023477063",16,28,16
"2024356165",3,28,16
"2024003100",3,28,16
"2023464809",4,28,16
"2024362386",3,28,16
"2023477911",13,28,16
"2023460410",10,28,16
"2023476873",20,28,16
"2024361966",17,28,16
"2023460763",11,28,16
"2023476061",8,28,16
"2023478852",8,28,16
"2023460754",15,28,16
"2024363954",3,28,16
"2024350518",30,28,16
"2024359357",6,28,16
"2024365893",7,28,16
"2024365583",6,28,16
"2024357808",6,28,16
"2023476717",19,28,16
"2023476691",14,28,16
"2024360678",26,28,16
"2024360620",18,28,16
"2023460953",35,28,16
"2024351510",3,28,16
"2023455211",9,28,16
"2024357837",12,28,16
"2024353230",19,28,16
"2024361143",3,28,16
"2024361081",5,28,16
"2023477318",36,28,16
"2024359109",31,28,16
"2024351759",10,28,16
"2024364877",17,28,16
"2024354034",10,28,16
"2024360095",27,28,16
"2024356179",8,28,16
"2024352056",17,28,16
"2024361518",6,28,16
"2024353773",10,28,16
"2024361327",12,28,16
"2023162435",13,28,16
"2024361471",3,28,16
"2023478654",37,28,16
"2023455906",3,28,16
"2024360373",3,28,16
"2024361202",10,28,16
"2024365729",15,28,16
"2024352765",21,28,16
"2024366145",7,28,16
"2024360182",10,28,16
"2023459710",7,28,16
"2024364569",18,28,16
"2023459597",23,28,16
"2023476059",31,28,16
"2023477030",10,28,16
"2024359180",20,28,16
"2024351211",12,28,16
"2024361721",22,28,16
"2024351283",35,28,16
"2024361043",8,28,16
"2024361643",26,28,16
"2024350309",20,28,16
"2024356847",3,28,16
"2024358839",6,28,16
"2023477975",29,28,16
"2023476889",18,28,16
"2024372566",10,28,16
"2024359026",16,28,16
"2024352406",32,28,16
"2023476649",36,28,16
"2023470089",3,28,16
"2024352118",16,28,16
"2024353232",20,28,16
"2024362460",3,28,16
"2024184046",12,28,16
"2023470710",12,28,16
"2023459012",20,28,16
"2023464275",18,28,16
"2024358585",21,28,16
"2024354679",10,28,16
"2024365142",18,28,16
"2024365093",3,28,16
"2023477042",12,28,16
"2023476497",22,28,16
"2023477184",4,28,16
"2024363445",12,28,16
"2023475533",30,28,16
"2024350059",13,28,16
"2024358669",14,28,16
"2023478644",10,28,16
"2024364598",20,28,16
"2024353031",7,28,16
"2024366704",25,28,16
"2023477330",3,28,16
"2024351623",14,28,16
"2024358581",33,28,16
"2024365796",38,28,16
"2024351365",31,28,16
"2024352764",15,28,16
"2024366767",3,28,16
"2024360423",4,28,16
"2023478774",16,28,16
"2024356411",18,28,16
"2024361062",28,28,16
"2023460345",30,28,16
"2024190058",6,28,16
"2024366494",8,28,16
"2024364384",6,28,16
"2024351609",9,28,16
"2024361761",17,28,16
"2024361607",21,28,16
"2024351329",15,28,16
"2023476234",3,28,16
"2024360404",28,28,16
"2024372200",14,28,16
"2024353822",3,28,16
"2024353091",19,28,16
"2023476411",12,28,16
"2024350926",3,28,16
"2024358547",3,28,16
"2024353335",16,28,16
"2024352970",20,28,16
"2023476695",6,28,16
"2024365246",30,28,16
"2023470587",24,28,16
"2024353734",3,28,16
"2024359324",16,28,16
"2023478388",18,28,16
"2024350191",9,28,16
"2023460863",10,28,16
"2024365018",3,28,16
"2024366557",6,28,16
"2024363605",3,28,16
"2024354924",13,28,16
"2024363335",7,28,16
"2024360124",17,28,16
"2023478141",19,28,16
"2023477963",16,28,16
"2024350344",19,28,16
"2024359718",6,28,16
"2024362524",3,28,16
"2024358010",8,28,16
"2024357697",59,28,16
"2024359995",8,28,16
"2023460406",25,28,16
"2023475905",31,28,16
"2023476675",5,28,16
"2024352349",4,28,16
"2024357704",29,28,16
"2023460643",12,28,16
"2024351157",3,28,16
"2023459431",15,28,16
"2024365497",17,28,16
"2024360619",9,28,16
"2024353218",7,28,16
"2024351014",19,28,16
"2024353832",25,28,16
"2023459432",11,28,16
"2024365376",3,28,16
"2023455597",18,28,16
"2024354676",16,28,16
"2023459930",10,28,16
"2024359373",9,28,16
"2024357297",6,28,16
"2023476585",3,28,16
"2024364693",3,28,16
"2024363180",3,28,16
"2024358224",15,28,16
"2024357427",7,28,16
"2024358065",12,28,16
"2024363135",3,28,16
"2024352449",11,28,16
"2023475643",3,28,16
"2024351080",12,28,16
"2024354911",40,28,16
"2024360022",3,28,16
"2023475516",3,28,16
"2024353561",29,28,16
"2024359304",10,28,16
"2024353079",3,28,16
"2024356540",4,28,16
"2023455457",23,28,16
"2024356571",3,28,16
"2024361497",8,28,16
"2024150005",6,28,16
"2024354547",25,28,16
"2024360038",10,28,16
"2023455605",3,28,16
"2024358749",26,28,16
"2023477178",12,28,16
"2024350123",22,28,16
"2023477591",27,28,16
"2023459529",8,28,16
"2023470962",8,28,16
"2023459213",5,28,16
"2023477690",7,28,16
"2024362337",34,28,16
"2023478952",7,28,16
"2024361488",7,28,16
"2024358371",3,28,16
"2024359195",6,28,16
"2024350368",16,28,16
"2024361124",10,28,16
"2024350321",3,28,16
"2024363581",12,28,16
"2024363050",21,28,16
"2024361642",3,28,16
"2024359782",17,28,16
"2023464899",20,28,16
"2024356301",18,28,16
"2024361840",11,28,16
"2024353860",19,28,16
"2024358130",7,28,16
"2024350574",7,28,16
"2024356147",34,28,16
"2024366596",10,28,16
"2023460866",11,28,16
"2024361923",30,28,16
"2024154337",10,28,16
"2024366791",18,28,16
"2024359308",16,28,16
"2024365737",7,28,16
"2024361445",12,28,16
"2024361591",19,28,16
"2024361827",12,28,16
"2024358181",1,28,16
"2024357537",9,28,16
"2024357479",11,28,16
"2024354032",30,28,16
"2023459413",8,28,16
"2023478803",14,28,16
"2024359352",12,28,16
"2023470860",6,28,16
"2023459512",3,28,16
"2024353870",15,28,16
"2024372949",3,28,16
"2024358134",23,28,16
"2024366055",3,28,16
"2024361973",19,28,16
"2023455769",3,28,16
"2024365392",18,28,16
"2024363228",24,28,16
"2024358771",13,28,16
"2024350373",4,28,16
"2024353518",3,28,16
"2023460365",16,28,16
"2023478438",24,28,16
"2024356230",3,28,16
"2023478112",3,28,16
"2024352998",8,28,16
"2023459579",6,28,16
"2024351950",6,28,16
"2023477559",3,28,16
"2024356215",9,28,16
"2023459372",16,28,16
"2024354428",13,28,16
"2024351229",7,28,16
"2024365223",10,28,16
"2024359089",7,28,16
"2024363625",18,28,16
"2024360545",16,28,16
"2023476044",23,28,16
"2024356321",3,28,16
"2024357612",3,28,16
"2024364986",12,28,16
"2024353095",3,28,16
"2024358737",17,28,16
"2023459517",34,28,16
"2024352878",20,28,16
"2024365007",3,28,16
"2024350611",13,28,16
"2023459035",17,28,16
"2024362280",9,28,16
"2023460174",15,28,16
"2024360429",13,28,16
"2023459768",6,28,16
"2024360921",39,28,16
"2024360288",24,28,16
"2023478948",8,28,16
"2024366374",4,28,16
"2023459256",17,28,16
"2024356029",10,28,16
"2023477694",12,28,16
"2023477719",33,28,16
"2024365484",3,28,16
"2023460358",16,28,16
"2024356682",3,28,16
"2024354250",17,28,16
"2024358398",3,28,16
"2023478302",26,28,16
"2024372761",7,28,16
"2024359816",10,28,16
"2024350221",19,28,16
"2023460380",28,28,16
"2024363847",17,28,16
"2023460960",10,28,16
"2024361123",2,28,16
"2024362162",12,28,16
"2023455388",3,28,16
"2024353024",3,28,16
"2024354607",30,28,16
"2023475665",13,28,16
"2023475963",13,28,16
"2023459558",10,28,16
"2024361709",6,28,16
"2023455782",3,28,16
"2023470854",3,28,16
"2023455790",15,28,16
"2024360353",16,28,16
